typ;name;aadr;eadr;sadr;dir;file;md5;doublette
T;TEIL3Z-INFO^;0800;3FB3;0000;z1013/Sammlung IGD/igd13a Text 2;T.TEIL 3 Z-INFO ^.z80;1cc7751b0e374cebdb275fb4c409b64f;N
C;EPROMMER2.9/CCL;0100;08FF;0100;z1013/a_ziermann/nu;C.EPROMMER 2.9_CCL.z80;d7e68d544364b3159689796bff595323;N
C;EPROMMER2.9/CCL;0100;08FF;0100;z1013/Sammlung IGD/igd11a MC 3;C.EPROMMER 2.9_CCL.z80;d7e68d544364b3159689796bff595323;J
C;EPROMMER2.9/CCL;0100;08FF;0100;z1013/Sammlung IGD/igd16b MC 5;C.EPROMMER 2.9_CCL.z80;d7e68d544364b3159689796bff595323;J
C;EPROMMER2.9/CCL;0100;08FF;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.EPROMMER 2.9_CCL.z80;d7e68d544364b3159689796bff595323;J
C;DATEX;0100;0F20;0100;z1013/a_ziermann/nu;C.DATEX.z80;f3493f477cbaf55b7421749a06f64f33;N
b;INVASION;1000;1EB7;0000;z1013/Sammlung IGD/igd04a TINY 2;b.INVASION.z80;2cec46d6745e3a07474c0e8e8714f5bc;N
T;DOCUMENTATION;2000;2938;0000;z1013/a_ziermann/unsorted3;T.DOCUMENTATION.z80;d4c4b8cea70425c072660a20d10a6ab3;N
C;HEADERBANKZEIT;0100;0755;0100;z1013/a_ziermann/unsorted1;C.HEADERBANK ZEIT.z80;0cb6b1c30d7d3d7f308e244f63b05fc7;N
S;FL-MEM.A;3000;322F;E000;z1013/a_ziermann/unsorted2/tools;S.FL-MEM.A.z80;0029ab9b9b8c07a11765c681080f9e63;N
I;Z1013-SURL.DOC;1800;3FFF;0000;z1013/a_ziermann/doc;I.Z1013-SURL.DOC.z80;51450af8e22dd9bc662fa472ecbe8d9e;N
I;Z1013-SURL.DOC;1800;3FFF;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/b;I.Z1013-SURL.DOC.z80;51450af8e22dd9bc662fa472ecbe8d9e;J
C;Prof.MON;0FF0;1FFF;0FF0;z1013/a_ziermann/nu/monitor-rom;C.Prof. MON.z80;8ec20d26053c8bdb3d1c3df4380b12de;N
b;MATHE-UEBUNG;1000;147F;00FF;z1013/m0111 Z1013 BASIC;b.MATHE-UEBUNG.z80;e5d7409c06f50f9d74c78b0595836f34;N
C;TINY+main4.6.4;0100;0F03;0100;z1013/a_ziermann/lang/basic;C.TINY+main 4.6.4.z80;8f931f22474e29d39d42f8ece34c4c0f;N
C;SCP-2RF2.38M;C800;E7D6;DE00;z1013/a_ziermann/sonst;C.SCP-2RF 2.38M.z80;e4ffdb40d3ff4d454412a30d1e9f14da;N
C;TAPELIST;0100;0800;0100;z1013/a_ziermann/unsorted3;C.TAPELIST.z80;7ee30e6f50d04f08f2f973b56164c978;N
I;KCSAVE/LOAD1.2;3000;3B80;0000;z1013/Sammlung IGD/igd20b Text;I.KC SAVE_LOAD 1.2.z80;e7bf2e783d7c640e96b93f862b485e11;N
T;BROS.MON+TASTAT.;0800;74E7;0000;z1013/Sammlung IGD/igd10b Text 1;T.BROS.MON+TASTAT..z80;5f42842bec87ed0c6ab40f4d23e65e9f;N
T;BROS.MON+TASTAT.;0800;74E7;0000;z1013/Sammlung IGD/igd13b Text 2;T.BROS.MON+TASTAT..z80;5f42842bec87ed0c6ab40f4d23e65e9f;J
B;REASS;2BC0;3AA3;0300;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.REASS.z80;d54b180e51c6c22bd788d952cc5fe2c0;N
b;DEMOJOYSTICK;1000;1307;0000;z1013/Sammlung IGD/igd03a TINY 1;b.DEMO JOYSTICK.z80;38c6b84a496c6b084a353528b265d954;N
C;KC-SAVE;0100;0300;0100;z1013/Sammlung IGD/igd11a MC 3;C.KC-SAVE.z80;d4125e58b7d43aec5fb4cfdcfcc30f7d;N
C;KC85/1-SAVE;0100;0300;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.KC85_1-SAVE.z80;d4125e58b7d43aec5fb4cfdcfcc30f7d;J
I;SPRUNGVERTEILER;2000;34D6;0000;z1013/a_ziermann/unsorted3;I.SPRUNGVERTEILER.z80;71d13d20a3edde8fae6bb8bf15dfc392;N
B;KINGKORR;2BC0;5A42;2BC0;z1013/a_ziermann/games;B.KING KORR.z80;0125e3ed3b98dc7de3121e0ba92150f9;N
C;GHOSTV2;0100;0B00;0A78;z1013/Sammlung IGD/igd15b MC 4;C.GHOST V2.z80;20c56d7d02bc78ab0f25e104eb27f680;N
B;INVASION;2BC0;36F0;0000;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.INVASION.z80;55a36f3b7dc322940555591db4ddf8ef;N
S;FLOPPY.A;3000;6319;0000;z1013/a_ziermann/unsorted2/tools;S.FLOPPY.A.z80;60e3e17b8407970cde2fe15511415adb;N
C;Spiele1;4200;EBB5;4200;z1013/a_ziermann/games;C.Spiele 1.z80;e4a72877397b4d3721052bc9a30159e2;N
B;DATA-ZEILENGEN.;2BC0;3475;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.DATA-ZEILENGEN..z80;7d52fbc4e9251cc777c8266f24acb498;N
I;SPRUNGVERTEILER;2000;34D6;0000;z1013/Sammlung IGD/igd14b Text 3;I.SPRUNGVERTEILER.z80;7a75ae39669ad86a3ddd945ca1052990;N
d;PLSC4.PIC;9000;AFFF;0000;z1013/a_ziermann/unsorted2/Lost&found;d.PLSC4.PIC.z80;2bc7efe45bb9d48408975a0fa330861e;N
T;MT_81.T;1800;2848;0000;z1013/a_ziermann/unsorted2/tools;T.MT_81.T.z80;42ed0431d8b3044745e28662295e74b9;N
C;Z1013-FORTH;0100;27FF;0100;z1013/a_ziermann/lang;C.Z1013-FORTH.z80;8868aac0cbfd8badae5733a0a6c8903f;N
C;Z1013FORTH2;0100;27FF;0100;z1013/Sammlung IGD/igd16a MC 5;C.Z 1013 FORTH 2.z80;8868aac0cbfd8badae5733a0a6c8903f;J
C;Z1013-FORTH;0100;27FF;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/a;C.Z1013-FORTH.z80;8868aac0cbfd8badae5733a0a6c8903f;J
C;HBASIC03/89;0100;3D80;0100;z1013/Sammlung IGD/igd28a MC 9;C.HBASIC 03_89.z80;cd26bd7c929a33c85bb85975479f2946;N
C;MW+RF+SCP-2RF+HD;0100;CFFF;0100;z1013/Sammlung IGD/igd28a MC 9;C.MW+RF+SCP-2RF+HD.z80;7309dc48e28bb37a0b7a8cfe6f07f180;N
B;PUZZLE;2BC0;32A3;2BC0;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.PUZZLE.z80;e7752b73e296bbf2b7fff182431a5160;N
C;Vampir+Joystick;0100;1530;0100;z1013/a_ziermann/games/joy;C.Vampir+Joystick.z80;077e4dc80f750bdd876ecff0fdf4115f;N
C;TURBOHEAD;E000;E3FF;E3EE;z1013/Sammlung IGD/igd07a MC 2;C.TURBOHEAD.z80;040b1006368fc4ec9a67265a38cd121a;N
C;MicroWORD1.520U;0100;6CBC;0100;z1013/Sammlung IGD/igd06a MC 1;C.MicroWORD 1.520U.z80;5acb1f9118c7cbd124aaefbc4133a809;N
M;INI624.MAC;0100;1B9F;0100;z1013/Sammlung IGD/igd24a CPM 4;M.INI624.MAC.z80;463bb6c4dc0c18cca0254402bd3677fb;N
I;RST20WANDLUNG;3000;3A83;0000;z1013/Sammlung IGD/igd14b Text 3;I.RST20 WANDLUNG.z80;6235d2738c82c9d187f686e336afabc3;N
B;BACK;2BC0;7B15;0000;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.BACK.z80;c18629f3ae5285f6ec296beab10c7d70;N
C;Speichertest;0100;0300;0200;z1013/a_ziermann/sonst;C.Speichertest.z80;97c4247b745c056b1dfbcfe6e52d60f9;N
M;SUBM.COM;0100;05FF;0005;z1013/Sammlung IGD/igd18b CPM 2;M.SUBM.COM.z80;99d5abbce46dfd530dacfc40e987ab0f;N
M;SUBM.COM;0100;05FF;0005;z1013/Sammlung IGD/igd21b CPM 3;M.SUBM.COM.z80;99d5abbce46dfd530dacfc40e987ab0f;J
C;REAKTOR;0100;09FF;0100;z1013/a_ziermann/games;C.REAKTOR.z80;7689c95a596b864b6116c2e058280a92;N
 ;INIT820.COM;0100;04FF;0004;z1013/Sammlung IGD/igd27a CPM 5;_.INIT820.COM.z80;33fa2ffc98296c3cde4b36ffb33ca657;N
C;HUNDI;8AAC;A6CF;8AAC;z1013/Sammlung IGD/igd23b MC 8;C.HUNDI.z80;c23a6d78f5709a8a9576f002edf15549;N
s;J11;4000;4598;7FFF;z1013/a_ziermann/nu/joyinit;s.J11.z80;3bc8bf374218b58a94e756eb998d8153;N
B;PYRAMIDE;2BC0;5D9E;0000;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.PYRAMIDE.z80;25ea35cf415b57dd722c225e6516268c;N
C;EIDECHSEA.2;0100;1AFF;0103;z1013/a_ziermann/games;C.EIDECHSE A.2.z80;8fa5c4d72e312efb4b453a7408688f55;N
C;GHOST+VOICE;0100;2000;0200;z1013/a_ziermann/unsorted3;C.GHOST+VOICE.z80;d2b557a6c8ee8f24661137082256e596;N
C;V.24+HC;E800;EAFF;E800;z1013/Sammlung IGD/igd07a MC 2;C.V.24+HC.z80;efd72227c0330fe3dfaced81ea33444e;N
B;VOEGELN(G&A);2BC0;3FA0;0302;z1013/a_ziermann/games;B.VOEGELN(G&A).z80;a56e6542e13c3e95fa532f3f684e7362;N
B;BAC854V.B;2BC0;45B4;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.BAC854V.B.z80;76a0f91c51922d68d01e1b28e6165bdc;N
C;UNI-COPY6.2+;D000;DFFF;D000;z1013/Sammlung IGD/igd17b MC 6;C.UNI-COPY 6.2+.z80;babd72136b04fef61c37dac1708592b2;N
C;HEADERDISK45;E000;E7FF;E01B;z1013/Sammlung IGD/igd11a MC 3;C.HEADERDISK 45.z80;55d51ad8910a422fb3017a54f0ebd47c;N
B;DICKER;2BC0;42C3;0300;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.DICKER.z80;c0241fca0376be8d5a664958829c7884;N
T;VTCP.TXT;0100;04FF;0004;z1013/Sammlung IGD/igd18a CPM 2;T.VTCP.TXT.z80;52ee86655a1e76d468c5958f7b73b10b;N
B;DDR.B;2BC0;4F93;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.DDR.B.z80;5be1350429abf5c75534f7b8c72aaacc;N
C;LOAD-KC/3E80MC;3E80;3FFF;3FD0;z1013/a_ziermann/lang/basic;C.LOAD-KC_3E80 MC.z80;efa0349fe4d4dbd365c05f6af3af75ff;N
C;KC87->1013MC;3E80;3FFF;3FD0;z1013/a_ziermann/nu;C.KC87-_1013 MC.z80;efa0349fe4d4dbd365c05f6af3af75ff;J
T;URLADERR.BROSIG;1800;2249;0000;z1013/Sammlung IGD/igd26b Text 5;T.URLADER R.BROSIG.z80;284cb2777447a79c1d592a867fd2b2b3;N
b;NEWYORK;1000;2A64;0000;z1013/Sammlung IGD/igd04b TINY 2;b.NEW YORK.z80;8c57e013849bf6ed214c925c359c43ac;N
T;BASICODE-INFO;1800;2465;1C00;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;T.BASICODE-INFO.z80;3a06fed7913e01f77908fb3528bf4bbe;N
C;MONS3.2;0100;146F;0100;z1013/a_ziermann/unsorted3;C.MONS3.2.z80;c1c85d59276e67b9e8928d18814208f7;N
C;HEAD.DISK45/ME;E000;E8FF;E800;z1013/Sammlung IGD/igd11a MC 3;C.HEAD.DISK 45_ME.z80;e39cc9b58e12558e82889d92f280a4d3;N
B;REISE;2BC0;7445;0000;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.REISE.z80;c69f43f74180444492da344bdd0fe7f8;N
C;UNIVERSERB;0200;09DF;0200;z1013/Sammlung IGD/igd01a Games;C.UNIVERSE RB.z80;0e8ec129dcb5ade7ff0a5996ead4eb24;N
I;MONERSU1.31k;3000;4C7C;0000;z1013/Sammlung IGD/igd10a Text 1;I.MONER SU 1.31 k.z80;0a94ee206350573fb64b812a736907ba;N
C;TestroutineZ1013;0100;07FF;0110;z1013/Sammlung IGD/igd11a MC 3;C.TestroutineZ1013.z80;bd89aca770e8acc415dad6a9c1efa3e5;N
C;JUMPING-.PRG;0100;0DA8;0100;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;C.JUMPING-.PRG.z80;b32b4fc9491c35e062bd9f5f9040f697;N
C;MEXICO.PRG;E800;E9C0;0000;z1013/a_ziermann/unsorted2/Lost&found;C.MEXICO.PRG.z80;b6dcd5f240e4fcb5939a27f70be55b6f;N
C;Hisoft-Pascal;0100;4080;1800;z1013/Sammlung IGD/igd07a MC 2;C.Hisoft-Pascal.z80;b3e98abe66e7450d1e2bc79e6789810d;N
C;Hisoft-Pascal;0100;4080;1800;z1013/Tagungskassetten/m0191 Softwarebörse 1987/a;C.Hisoft-Pascal.z80;b3e98abe66e7450d1e2bc79e6789810d;J
B;C-TEST.B;2BC0;3167;0300;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;B.C-TEST.B.z80;71e120200ddc7e744feea8c98533ef5c;N
C;SCPEXT.RF1.5;C800;E362;DE00;z1013/Sammlung IGD/igd09b MC;C.SCP EXT.RF 1.5.z80;8e1a1ab2d0dda7ff64f0298702ea5d2f;N
b;CENTIPEDE1;1000;392E;0000;z1013/Sammlung IGD/igd04a TINY 2;b.CENTIPEDE 1.z80;4f94e8881ba5461414b63ad91792f20f;N
T;CPM-2RF_.I;0800;2018;0000;z1013/a_ziermann/unsorted2/info;T.CPM-2RF_.I.z80;3985787143486f5136d5b9ee0801251f;N
T;STANDARDADRESSEN;0800;335D;0000;z1013/Sammlung IGD/igd13a Text 2;T.STANDARDADRESSEN.z80;8ccb3a7f42736c81f15e49a21136017c;N
C;maintape4.6.4;E000;E3FF;E000;z1013/Sammlung IGD/igd09a MC;C.maintape 4.6.4.z80;736fa8935500ed489235ef81c2fdf801;N
C;Hisoft-PASCAL1.3;0100;4080;1800;z1013/a_ziermann/lang/pascal;C.Hisoft-PASCAL1.3.z80;7a6e851875ec4f7ed4b112204364902a;N
C;FLIPPER;0100;0EFF;0200;z1013/Sammlung IGD/igd15b MC 4;C.FLIPPER.z80;3c9cf73f2d02faae3da3e3d633b37ade;N
C;OLIDAT2.3;0100;08FF;0100;z1013/a_ziermann/sonst;C.OLIDAT 2.3.z80;9902f97deea1061c9bd6b4f6ccb43350;N
s;J1;4000;4A4F;7FFF;z1013/a_ziermann/nu/joyinit;s.J1.z80;31c6fae836977c2226d93aaa324e66fb;N
C;BASCODERTEST2.0;0100;2AFF;0300;z1013/Sammlung IGD/igd11a MC 3;C.BASCODER TEST2.0.z80;1b050e5446f7c875b0d42bed7bf92d30;N
b;Mancala1;1000;2C23;0000;z1013/Sammlung IGD/igd03a TINY 1;b.Mancala 1.z80;d4e4989aa83a19e6d913b0c054b263f9;N
B;SUCHE-MONITORRUF;2BC0;4000;0000;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.SUCHE-MONITORRUF.z80;9a59a92e3426c3a61d7d694993c1130a;N
T;LISTEDRESDEN02;1800;A140;1800;z1013/Sammlung IGD;T.LISTE DRESDEN 02.z80;6d89d59345174a087c819597424eb7bd;N
T;LISTEDRESDEN02;1800;A140;1800;z1013/Tagungskassetten/Tagungskassette Jena 1991/b;T.LISTE DRESDEN 02.z80;6d89d59345174a087c819597424eb7bd;J
s;JO14;4000;4547;7FFF;z1013/a_ziermann/nu/joyinit;s.JO 14.z80;8ff3551d034f2ab112698481f3930750;N
 ;DBSAFE.COM;0100;34FF;0052;z1013/Sammlung IGD/igd27a CPM 5;_.DBSAFE.COM.z80;54c52d0c45e2ad48cabdf4d62a107181;N
 ;BASI.COM;0100;057F;0005;z1013/Sammlung IGD/igd24b CPM 4;_.BASI.COM.z80;db3d8acc91dd0b8e06b3535af32431c4;N
C;BILDOSTERN;1000;13FF;1300;z1013/Sammlung IGD/igd06b MC 1;C.BILD OSTERN.z80;30c4288a8669802712cfb30197a2d2c0;N
T;EDAS.DOK;1800;265D;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;T.EDAS.DOK.z80;5a15a8035c99884310d144473ce0891c;N
C;CYRUS-CHESSH;0100;3FFF;3FF0;z1013/Sammlung IGD/igd01a Games;C.CYRUS-CHESS H.z80;7a308cde3ef7a7dd88a723ea60a4a2cb;N
T;HEADERS.I;1800;4A35;0000;z1013/a_ziermann/unsorted2/info;T.HEADERS.I.z80;953220153a55eb879d2dc7f6afc63983;N
T;RFamZ1013;0800;23A5;0000;z1013/Sammlung IGD/igd13b Text 2;T.RF am Z1013.z80;4db0794ebf3dbdd8df029a67940de605;N
I;ASM.COMDOC3;3000;A4B9;0000;z1013/Sammlung IGD/igd30a Text 6;I.ASM.COM DOC3.z80;741c97b87b4ad91781efa9782aa46578;N
C;COWBOY.COM;0200;05FF;0200;z1013/a_ziermann/unsorted2/Lost&found;C.COWBOY.COM.z80;b67594fc5d064582ea69ffd4a7dd90bb;N
b;HASCHMICH1;1000;2429;0000;z1013/Sammlung IGD/igd04a TINY 2;b.HASCHMICH 1.z80;5f8bc5fbf749849bac899b3c1124c0f9;N
C;VOICE-DICEKOMPL;0100;7900;0103;z1013/Sammlung IGD/igd01a Games;C.VOICE-DICE KOMPL.z80;e47a7adf70ebdb8da730e872e49d4533;N
D;ZSATZ(9).Z;1000;3FFF;0000;z1013/a_ziermann/unsorted2/tools;D.ZSATZ(9).Z.z80;a115a5d5dabca9ccd0dd0db25c44c92d;N
 ;POLBIOS.DQC;0100;45FF;0069;z1013/Sammlung IGD/igd27b CPM 5;_.POLBIOS.DQC.z80;84f8a1bb06124961bf654b7349daa6e9;N
M;T.COM;0100;22FF;0034;z1013/Sammlung IGD/igd18a CPM 2;M.T.COM.z80;41b8a405b472b0de2f41483a8e0fa8cb;N
B;Z1013BAS.B;2BC0;3BC9;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.Z1013BAS.B.z80;ef5ce821145279e55294330ed5a47ea6;N
C;FANG(DIREKTZUG.;1000;16D1;1000;z1013/Sammlung IGD/igd23b MC 8;C.FANG (DIREKTZUG..z80;275059e1ce7c3c79ffc5b6372d01d877;N
C;SUPER-BOULDER;0100;18FF;0100;z1013/Sammlung IGD/igd19a MC 7;C.SUPER-BOULDER.z80;e243f6f6abf90dccfc8d57cfc8b792d1;N
C;AC1/1013FolieT.;2000;31FF;3100;z1013/Sammlung IGD/igd07a MC 2;C.AC1_1013 FolieT..z80;e10244e7cace72d49bd863cbd5d09fc0;N
B;BANDIT;2BC0;3539;0302;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.BANDIT.z80;41ebcc227287ab1b1ceb708cc5db171a;N
s;JO9;4000;4529;7FFF;z1013/a_ziermann/nu/joyinit;s.JO9.z80;9227806ce5d669b5478a4aca5f9fc493;N
C;HEARTRUNNER;0100;07FF;0100;z1013/a_ziermann/games;C.HEARTRUNNER.z80;d0afb2edc3b1cf650bd5ca3dd3cca413;N
C;RST_20.C;0100;01FC;0100;z1013/a_ziermann/unsorted2/use;C.RST_20.C.z80;cfff24d6c17fac403de32e56de0ae2f5;N
C;FORTH2.4/E.S;0100;3E40;0200;z1013/Sammlung IGD/igd09b MC;C.FORTH 2.4_E.S.z80;f256716e7b1566705b8e3b32135e44b2;N
T;MONITOR1;1800;208A;0000;z1013/Sammlung IGD/igd14b Text 3;T.MONITOR 1.z80;05b0b04511ad4c2d5867517d354f3ce2;N
C;TENNIS;0100;3FFF;0103;z1013/Sammlung IGD/igd28b MC 9;C.TENNIS.z80;d25028a04142ec41f2aea5d42764107b;N
I;UNI-COPY4.2;3000;41A6;D000;z1013/Sammlung IGD/igd10b Text 1;I.UNI-COPY 4.2.z80;42a57481e5a076ba431f4e7520582a43;N
C;VAMPI;0700;14FF;1000;z1013/a_ziermann/games;C.VAMPI.z80;872de8455e5e992418a7d8f34c444bc3;N
C;12K-BASICBUCH;0100;3FFF;0103;z1013/Sammlung IGD/igd19b MC 7;C.12K-BASICBUCH.z80;cd72a05e21a9831acdd9aeddf63d0f3e;N
C;MONTORERWEITER.;3600;3FFF;3600;z1013/a_ziermann/nu/monitor-rom;C.MONTORERWEITER..z80;01aeb510f3a19486ebdeb56941d39020;N
C;ASSEMBL.Scf5.3;0100;2FFF;0100;z1013/a_ziermann/lang;C.ASSEMBL. Scf 5.3.z80;3b17e826cdfe3e2b67a83112746872d4;N
C;ASSEMBL.Scf5.3;0100;2FFF;0100;z1013/Sammlung IGD/igd16a MC 5;C.ASSEMBL. Scf 5.3.z80;3b17e826cdfe3e2b67a83112746872d4;J
C;ASSEMBL.Scf5.3;0100;2FFF;0100;z1013/Tagungskassetten/m0191 Softwarebörse 1987/a;C.ASSEMBL. Scf 5.3.z80;3b17e826cdfe3e2b67a83112746872d4;J
I;HEADERSAVE5.9;2000;3BBA;0000;z1013/Tagungskassetten/m0191 Softwarebörse 1987/b;I.HEADERSAVE 5.9.z80;eaf917fb06aa08bf3c96f8fc1388d27f;N
T;OCE_4.I;1800;3320;2000;z1013/a_ziermann/unsorted2/info;T.OCE_4.I.z80;f17bc8d5ab2c0e30345fa086a5a72159;N
C;EPROM-HA.PRG;0100;0900;0100;z1013/a_ziermann/unsorted2/unsorted/lachetta;C.EPROM-HA.PRG.z80;e63dcdebdd3d920b603c2fdf2502d5da;N
C;SHOW_ZS.C;EA00;EB1F;EA00;z1013/a_ziermann/unsorted2/use;C.SHOW_ZS.C.z80;78d27afd2133b5f77a8e6a7763ef1968;N
B;METEOR;2BC0;3B38;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.METEOR.z80;ea244c505748bef722bfe6a106defea7;N
B;SUPERDAME;2BC0;3B49;0302;z1013/a_ziermann/unsorted1;B.SUPERDAME.z80;db176a643e84b3bc77486909bf160f3a;N
B;CLIMBER2;2BC0;5652;0000;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.CLIMBER2.z80;05b5f7023b7085512de4e92419342057;N
Q;SYSA.DQC;0100;1B7F;0027;z1013/Sammlung IGD/igd02b CPM 1;Q.SYSA.DQC.z80;ed361de9bc72def857d3113868366208;N
B;MasterofSoft1;2BC0;7730;0000;z1013/a_ziermann/games;B.Master of Soft 1.z80;857e7c6f117dc25e3e80324dd499c1d9;N
C;TDL-BASIC*HEADER;0300;3200;0300;z1013/Sammlung IGD/igd19a MC 7;C.TDL-BASICHEADER.z80;3a46e05b819fa18695e1f6d7338f2f5b;N
C;MONITOR1.1BRENN;0FF0;1FFF;0FF0;z1013/a_ziermann/unsorted3;C.MONITOR 1.1BRENN.z80;335f06841efe6fb8067ab13a4fefdacf;N
B;DICKER;2BC0;42C3;0000;z1013/a_ziermann/games;B.DICKER.z80;fc2f7f53c9ada7fbf79e4f531a42f8c4;N
C;BOLDERDASH;0200;18FF;1500;z1013/a_ziermann/unsorted1;C.BOLDERDASH.z80;9af15915c948f47b8a145fc529e9e290;N
 ;TPSV.COM;0100;037F;0003;z1013/Sammlung IGD/igd18b CPM 2;_.TPSV.COM.z80;24763d148ba3d95bfcef48e9ab7f42c3;N
I;KC-BASICm1;3000;71F1;0000;z1013/Sammlung IGD/igd10a Text 1;I.KC-BASIC m1.z80;619caac169be7d6d01e7e6581d593140;N
B;STERN;2BC0;3865;0302;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.STERN.z80;83bed614dde1e2e4639e8c9df8693b82;N
B;POLY-APROXIMA2;2BC0;34D7;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.POLY-APROXIMA 2.z80;95aaca07904e668d7100d9f658d78d33;N
b;*BEGRIFFERATEN1;1000;1CD7;0000;z1013/Sammlung IGD/igd03b TINY 1;b.BEGRIFFERATEN1.z80;8cb4d88d1760ee58a459c72387512e7f;N
T;TEAC-BESCHREIB.;3000;B188;0000;z1013/Sammlung IGD/igd26a Text 5;T.TEAC-BESCHREIB..z80;f44c71622341ae9dba8e59fcebb7080d;N
B;PROGNOSE;2BC0;3A16;0000;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.PROGNOSE.z80;88cc9ba666d7239fe76365aa65e7ee97;N
B;RAKETE;2BC0;3232;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.RAKETE.z80;0a38690d7adb2e6af56ad71f593e1b70;N
C;SPIELMENUE>JD<;A000;A707;E400;z1013/Sammlung IGD/igd16b MC 5;C.SPIEL MENUE _JD_.z80;41106911d4688c0b80455532493a5522;N
I;Z1013-SURL.50^;0800;30C7;0000;z1013/Sammlung IGD/igd13b Text 2;I.Z1013-SURL.50 ^.z80;9da9ee613128dde8ec8fb6c27f53f6f9;N
C;ED81V2.1;8000;A2FF;8000;z1013/Sammlung IGD/igd11b MC 3;C.ED81  V2.1.z80;b94b3bf8203d460925caa0f4db8d513b;N
C;ED81V2.1;8000;A2FF;8000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;C.ED81  V2.1.z80;b94b3bf8203d460925caa0f4db8d513b;J
C;ALADIN/J+T-JOYST;0100;4022;0800;z1013/Sammlung IGD/igd01b Games;C.ALADIN_J+T-JOYST.z80;e0ea5b7357650d678db6618361c2135d;N
C;HCOPY;D800;E100;0000;z1013/a_ziermann/nu;C.HCOPY.z80;bca3fad9146a1d2864c7b6ae3da6ae93;N
C;originalCharset;D800;DFFF;0000;z1013/a_ziermann/sonst/charset;C.original Charset.z80;bca3fad9146a1d2864c7b6ae3da6ae93;J
C;HOPPLAU/SPACE;0100;0900;0100;z1013/Sammlung IGD/igd23a MC 8;C.HOPPLA U_SPACE.z80;acb85c4cc2454f62341718b3dff2bbbb;N
C;JOYINITV.2;E100;E3FF;E100;z1013/a_ziermann/nu/joyinit;C.JOYINIT V.2.z80;73c3802b52d7d45aee3d495decc50492;N
C;TURBO+V.24+RF10;E000;EBFF;E700;z1013/Sammlung IGD/igd06b MC 1;C.TURBO+V.24+RF10.z80;34f8a662911419dc456df5d5a2daf171;N
 ;MON7669B.MIW;0100;83FF;0131;z1013/Sammlung IGD/igd14a Text 3;_.MON7669B.MIW.z80;c185132c0b39e11f7808dec58978cec2;N
C;SPRACHE;0200;0600;050D;z1013/a_ziermann/nu;C.SPRACHE.z80;ecefc8f807d523deac4e587eb2f8e5ab;N
B;CTEST3;2BC0;3133;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/b;B.CTEST3 (ctest3b).z80;e38d90862301848d4c41c686e0667fa2;N
B;MATHE.B;2BC0;36B2;E000;z1013/a_ziermann/unsorted2/use;B.MATHE.B.z80;93746342f9a56e3c0fdc41ab1bb5d728;N
P;MATHEFRANK;4858;6E34;0000;z1013/a_ziermann/lang/pascal;P.MATHE FRANK.z80;e34b69d73a260f2e199c11a337ecbdab;N
C;SOLO-COMMOTION;0100;1FA0;0100;z1013/a_ziermann/unsorted3;C.SOLO-COMMOTION.z80;2dd2fd5d98f35b03696555bc678da151;N
I;UNI-COPY6.2+;3000;4271;0000;z1013/a_ziermann/unsorted1;I.UNI-COPY 6.2+.z80;f73aa150e88229a2180b80ccff63522e;N
I;HEADERSAVE5.9;2000;3BBA;0000;z1013/a_ziermann/doc;I.HEADERSAVE 5.9.z80;4ecd074b737e5624becae69b21b2521b;N
B;TRAP;2BC0;A50E;0000;z1013/a_ziermann/games;B.TRAP.z80;3ee537669c2aa177552b5ba13c8bf62a;N
